,x,y,node_id
144,4473743.684038568,5328667.423281704,102756116
145,4469152.322628081,5329108.866189383,102763877
146,4469220.307934344,5329094.278103965,102763891
147,4469348.136345968,5328793.763632177,102763936
148,4469198.7990292115,5329148.624041721,102765626
149,4469203.578420568,5329137.100668792,102765632
150,4454674.867342479,5337841.120023962,102768239
151,4455915.136420044,5336087.865622628,102780817
152,4445862.468646015,5339699.555625925,1027986873
153,4473503.16546837,5333205.042522448,102818901
154,4473965.268697724,5333174.673477691,102819022
155,4472692.130767273,5331999.220781054,1028225334
156,4468361.269717722,5337923.192777433,1028291524
157,4467909.583734457,5337681.226113263,1028291548
158,4467931.473676703,5337659.085886236,1028291619
159,4468261.986222154,5337844.393837544,1028291767
160,4468321.158069272,5337775.200261913,1028291807
161,4496075.20104118,5373407.464265831,1028327253
162,4498205.149792926,5372566.506044492,1028453126
163,4469352.758796032,5328819.558519434,102853877
164,4467268.873942957,5334380.301168865,1028580806
165,4492033.90337637,5312354.563026088,1028591607
166,4492824.68066408,5311408.057486035,1028591736
167,4492020.185689611,5312352.436248923,1028592133
168,4469453.083460257,5329249.77208754,102874772
169,4479104.721635959,5347014.510042134,102913171
170,4483625.814158144,5348801.293158734,102913176
171,4483675.48019124,5349203.961445941,102913183
172,4469936.511685223,5324260.31495507,1029321503
173,4469915.315749131,5324704.004795026,1029344125
174,4461765.989373784,5341477.560102111,1029614924
175,4461536.9085351005,5341407.87869292,1029614925
176,4461874.272519676,5341370.60486023,1029614926
177,4461836.998041357,5341492.807593845,1029614931
178,4461835.787623445,5341532.936696893,1029614960
179,4461857.4687979445,5341419.723225398,1029615020
180,4461837.548405527,5341479.5377360815,1029615038
181,4462214.713172244,5341395.446908601,1029615040
182,4461871.385036311,5341294.496632545,1029615219
183,4461860.305164045,5341355.964356456,1029615236
184,4462110.694048942,5341389.988526381,1029615259
185,4462035.396484168,5341395.983175232,1029615343
186,4461810.069612712,5341488.317675135,1029615350
187,4461849.949329126,5341493.376914791,1029623888
188,4461884.932053641,5341257.3652378265,1029625165
189,4492154.626323403,5316778.70045214,1029829638
190,4493028.280973929,5314960.340000083,1029895797
191,4490471.724834233,5314798.692190427,1030041996
192,4493479.445097561,5312289.955267819,1031284146
193,4495269.150859202,5310981.012375198,1031294255
194,4493554.545240959,5311392.6839625295,1031297377
195,4495154.957899785,5311499.267547417,1031298482
196,4465159.11310408,5332100.290243707,1031536377
197,4451813.344947904,5334250.817007597,1032078409
198,4451781.468162684,5334221.506421193,1032078413
199,4451832.36501464,5334212.581283632,1032078415
200,4498758.61314309,5326589.576081591,1033454110
201,4446945.012702345,5358129.787215509,1033545507
202,4498657.789390756,5326533.659273873,1033616290
203,4498731.894249303,5326565.43127844,1033616291
204,4498708.823890458,5326562.390095137,1033616314
205,4498724.881046539,5326559.428534233,1033616353
206,4498748.056468669,5326533.259438563,1033616356
207,4473019.214696152,5332822.827055737,1034024236
208,4473027.309024011,5332820.353642588,1034024547
209,4460204.884433326,5330850.097574512,103505741
210,4459969.134198365,5330831.405204534,103505742
211,4459302.225675594,5330844.353304111,103505769
212,4459340.91070319,5330888.446276935,103505780
213,4458524.548363603,5329643.814678048,103526419
214,4458505.0497601265,5329676.715178291,103526429
215,4458460.124806249,5329659.449646229,103526433
216,4494438.269547997,5322752.674409557,1035318915
217,4494669.201257903,5321473.944656362,1035350862
218,4461509.355937266,5327884.734720441,103537857
219,4498684.997528686,5324439.642002545,1035440159
220,4498662.4819653565,5325002.814659841,1035440205
221,4498571.242285642,5324423.292315612,1035440268
222,4460674.11555156,5328200.95453547,103563803
223,4473568.371832321,5328731.533985851,103593950
224,4494562.39575417,5321397.324060466,1036602317
225,4447863.250448948,5346054.722733172,1036983895
226,4446620.489428635,5345348.611788105,1036991349
227,4462090.83337708,5336399.452003161,1037077504
228,4477221.028965705,5330978.954530676,1037235979
229,4466672.948039235,5345325.7918970445,1037501841
230,4466677.001480947,5345341.958801203,1037501842
231,4466675.161363571,5345346.083963961,1037501864
232,4466665.390750626,5345321.365958295,1037514406
233,4466698.971133714,5345326.640285583,1037514439
234,4459274.786791707,5345314.271035264,103793166
235,4503028.09078682,5321025.102636247,1037984576
236,4502788.0871217605,5320711.313260204,1037984624
237,4504256.212972658,5321481.102892609,1037987325
238,4504336.118358258,5321641.5999982925,1037987372
239,4465475.700973493,5333893.072047466,1038152061
240,4465623.778793319,5334669.104991648,1038152086
241,4465464.006089854,5333392.876572,1038158498
242,4461276.193818068,5329636.5550468145,1038218396
243,4467812.045970966,5339143.925748066,1038236072
244,4467737.567737159,5336851.706451131,1038236095
245,4467592.683622794,5337621.669989158,1038247011
246,4467534.629813736,5337644.3174664825,1038247031
247,4467246.673146097,5337729.072768581,1038249672
248,4467337.557063325,5337562.944904761,1038259585
249,4467270.655442777,5337643.03487168,1038259592
250,4467291.30039863,5337667.468913521,1038259596
251,4467264.995822228,5337680.652177047,1038259613
252,4466350.984213334,5337601.104126049,1038270097
253,4465936.246233269,5337657.807815848,1038276764
254,4465790.064479935,5337688.80608749,1038276778
255,4465293.91689457,5337024.636242208,1038295871
256,4504112.270906897,5324929.033061791,1038482541
257,4503864.908255623,5323679.653562071,1038487876
258,4503866.920476107,5323669.391848554,1038487898
259,4440734.254194653,5345468.955819905,1038611359
260,4445300.1270548925,5365903.877582375,1038960937
261,4494426.832405453,5312262.01528634,1039855001
262,4504914.372063356,5327265.884381731,1040550700
263,4439867.149777061,5350013.984527499,104106610
264,4465079.929707498,5338037.167169792,1041124983
265,4470417.3824713705,5339503.877957043,1041133773
266,4440391.47095196,5348606.2865274185,104114038
267,4471404.877975713,5328671.963882369,1041826197
268,4439461.455712922,5358617.970349194,1042330115
269,4467566.740108055,5328273.478507772,1042331765
270,4471845.851798355,5338800.937793624,1042576831
271,4471569.119794181,5336088.3211758025,1042628809
272,4471688.224637188,5336325.467072489,1042629030
273,4470217.72256918,5336551.566416661,1042726195
274,4502572.987106305,5324828.945125101,1043127491
275,4502562.080563247,5325142.180495923,1043127653
276,4501796.656116261,5324586.830197258,1043128032
277,4468115.794182985,5338062.333594946,1043141143
278,4468211.654884807,5337960.986767488,1043141346
279,4469221.211615277,5329159.767559698,104374298
280,4454807.518680319,5338338.426429446,1043954210
281,4450988.942535009,5347626.085379433,104406782
282,4451793.3762292145,5347190.2079960555,104406888
283,4468454.3171430575,5343358.498822534,1044876903
284,4470257.643543343,5343787.121914182,1044876905
285,4471747.119576143,5341600.162969847,1044992160
286,4475021.540034396,5321303.481773025,1045289217
287,4461831.789216484,5341647.310558242,1045507024
288,4461699.500097706,5341910.419725267,1045507050
289,4461729.190804607,5341884.944328808,1045507148
290,4461719.972820136,5341882.393074855,1045507214
291,4461810.962536541,5341770.2595880795,1045507367
292,4461699.804994519,5341868.417362612,1045507370
293,4461737.603147014,5341858.266482989,1045507498
294,4461800.975532952,5341764.988954905,1045507584
295,4461479.815784721,5342222.439232462,1045543216
296,4461524.766174822,5342249.468387584,1045543230
297,4461473.3536242405,5342217.434453755,1045543260
298,4461502.525196099,5342191.405344055,1045543365
299,4461502.263979656,5342228.648089126,1045543395
300,4461484.012524117,5342216.628430605,1045543443
301,4471539.381170081,5335203.056656326,1045644570
302,4471540.107148787,5335169.5940516265,1045644854
303,4472550.97705798,5335133.252267573,1045830323
304,4471824.991910042,5334601.902629382,1045917200
305,4473468.439987122,5335531.909866832,1045946049
306,4473786.97270114,5336052.536302574,1045974915
307,4456497.583498162,5339695.635442954,104738806
308,4486798.736616764,5328458.686261535,1049806765
309,4485901.531838408,5327219.788802523,1049898628
310,4473636.2534058895,5336545.340491328,1050050190
311,4455943.061410591,5329073.1805210635,1050189171
312,4455924.4392855605,5329085.744826001,1050189176
313,4463297.538162285,5323639.742391948,1051501222
314,4461804.350127655,5330680.108012871,1051668252
315,4448811.937457066,5354397.577484943,105302625
316,4438622.413493018,5351479.0718258,1053710433
317,4438616.780448582,5351454.922443841,1053710441
318,4438591.400334776,5351450.559173393,1053710447
319,4438600.33038585,5351494.156745472,1053710455
320,4469731.746859532,5330898.5817978745,1055453710
321,4491320.703272538,5351875.140412619,1055593872
322,4490222.96025399,5350068.272304168,1055593982
323,4447270.359457551,5342055.702346628,1056260284
324,4472120.058833051,5333676.881741559,1056341842
325,4472153.507807994,5333680.476960164,1056341889
326,4473925.772651374,5333659.621927812,1056431549
327,4473918.634651348,5333594.304864103,1056431606
328,4473927.817509616,5333594.040534631,1056431658
329,4473786.400343084,5333579.042796153,1056431721
330,4473795.017579154,5333512.296984663,1056431765
331,4474944.072639289,5333611.6626749635,1056470023
332,4474950.136395712,5333514.562468348,1056470026
333,4474831.495195871,5333629.660015793,1056470034
334,4474953.186180827,5333610.866556596,1056470156
335,4474567.988830376,5333511.33705468,1056470258
336,4475795.888864545,5333313.822560709,1056515631
337,4456987.011457888,5334841.10932296,105738476
338,4461477.543831515,5342211.757131706,1058794560
339,4477210.768391357,5333690.625679054,1058803144
340,4476610.292199071,5333422.492880433,1058803189
341,4477224.519384509,5333704.9261155855,1058803223
342,4476931.527601775,5333606.837992907,1058803232
343,4477390.11096911,5333776.2447982095,1058813268
344,4477141.177000373,5333665.117612515,1058813342
345,4476935.861918755,5333522.812608023,1058828727
346,4476731.960706052,5333850.308546269,1059295804
347,4476892.166646859,5333706.650132307,1059295860
348,4472276.219219249,5342793.648953516,1059663437
349,4471819.066256609,5343090.546578742,1059673147
350,4471693.006212626,5343147.460671114,1059673172
351,4472433.364689335,5342289.460134111,1059694866
352,4472540.9511698745,5342552.389626129,1059694872
353,4436309.553639138,5351128.55760061,1059784035
354,4435909.151673909,5351064.81852362,1059784037
355,4436129.388874937,5351093.934989188,1059784057
356,4472707.837751579,5343092.619336454,1059826936
357,4472027.023585499,5341096.679330466,1059827045
358,4471786.764623151,5341183.397734757,1059827174
359,4471807.951759184,5340787.662941696,1059847351
360,4471825.955691006,5340505.1988839675,1059847431
361,4471791.572877571,5340795.950415509,1059847455
362,4471884.287898234,5340625.938015253,1059847463
363,4472394.91391888,5342344.311268133,1059878612
364,4472206.0340666445,5342744.241400419,1059878624
365,4472073.490739068,5342833.003422507,1059878661
366,4472263.64841642,5342704.006949155,1059878681
367,4472341.735889297,5342269.199627563,1059878688
368,4472369.166516305,5342352.286757337,1059878697
369,4472299.127686002,5342674.522413432,1059878741
370,4471965.2406054875,5342915.544087935,1059878759
371,4438525.159027415,5336289.181976641,1060381780
372,4457251.278831029,5333952.61852715,1061821080
373,4512310.722630166,5349201.682732949,1062142180
374,4456291.820570335,5339926.683487955,106370593
375,4456265.600646363,5340010.363152415,106370595
376,4456211.420047223,5340008.799702114,106370656
377,4463644.288122832,5317702.4025116395,1064262636
378,4472486.333333013,5353611.176840547,1065448779
379,4471873.399744761,5353604.122078899,1065448799
380,4453373.0483757,5324896.596791094,1066560959
381,4464376.989688353,5339920.692755955,1068791516
382,4464382.666686864,5339898.806718946,1068791532
383,4481909.495048502,5337409.805209539,1069133800
384,4446684.199232278,5345390.662009836,1069947641
385,4458146.640596863,5345315.29618321,106998814
386,4473734.029683125,5329742.133502897,1070564257
387,4473764.311633214,5329703.254159262,1070564258
388,4473719.414106767,5329576.142103021,1070564260
389,4473708.311174467,5329752.993132016,1070564263
390,4451596.723820808,5318356.076589168,1070651714
391,4457858.898140417,5344098.204772184,107143821
392,4457894.490153557,5344290.965088916,107143829
393,4435248.242165599,5337128.442011413,1071634292
394,4491033.942219364,5352077.53333899,10718542
395,4492457.712708245,5351658.462642899,10718545
396,4450327.387017648,5348769.735198053,107257309
397,4447706.469979986,5347983.61221692,107257322
398,4447783.880482864,5347756.531776206,107257364
399,4470207.83447601,5333026.99820498,1072694299
400,4471566.363589484,5332609.628270667,1072694406
401,4469079.890507576,5333134.914210487,1072765177
402,4470061.1197666135,5332646.5510716885,1072765184
403,4469161.770832164,5332727.792810814,1072765282
404,4469056.190709583,5332972.684501501,1072765306
405,4469267.357972817,5332854.666139163,1072805453
406,4469934.913600932,5334353.500268407,1072805477
407,4469516.870474549,5333304.520053142,1072805484
408,4460034.118877169,5334347.218051542,1073069765
409,4473057.266844135,5329908.527683508,1073094715
410,4473044.94038886,5329890.916870132,1073094725
411,4473043.433294719,5329658.192607407,1073094737
412,4473045.65783781,5329954.617181896,1073094754
413,4473193.682775574,5329853.64557079,1073094761
414,4473056.869371827,5329944.27879224,1073094812
415,4473054.210330544,5329677.211774847,1073094872
416,4473763.584661038,5329463.732476535,1073199770
417,4473467.145065087,5329804.222675538,1073199782
418,4474675.101717306,5329260.33989562,1073199853
419,4473763.7018143665,5329641.788386279,1073200036
420,4474658.02140697,5329184.347260447,1073200222
421,4473764.575863656,5329429.791241153,1073200525
422,4488708.360151416,5349704.265422903,10737698
423,4489077.133009168,5345171.949071036,10737725
424,4490995.162170015,5335462.5110419355,10737753
425,4488698.169811317,5348225.204680124,10737805
426,4486592.136904626,5337044.444000578,10737899
427,4488617.797651204,5348797.204693253,10737903
428,4488564.152494649,5348836.498432734,10737907
429,4488576.8182513155,5348790.159508843,10737977
430,4505384.742486776,5330556.132634338,1074641069
431,4505356.388705138,5330610.99151786,1074641377
432,4466122.425706167,5338803.173722982,1075085536
433,4501513.7497489285,5333621.794178083,1075463786
434,4499711.053064443,5334026.620537296,1075475068
435,4444506.717292103,5330476.748493726,1075557455
436,4509831.5478629265,5365031.602143351,1076241326
437,4498837.8967471905,5330345.420978427,1076658693
438,4502456.751123564,5322182.4456236465,1076964298
439,4501946.117349048,5321638.874594789,1076964663
440,4472642.520130322,5331235.9118691655,1077015255
441,4472598.446441438,5331207.31225753,1077015281
442,4474126.725711556,5330181.976059396,1077050042
443,4499661.840841155,5326674.255815343,1077100164
444,4499861.593971205,5326851.496824239,1077100226
445,4505669.2987017585,5327919.203314433,1077109130
446,4473665.676308005,5327715.597498347,1077211495
447,4473697.539405701,5327666.71424532,1077211508
448,4473677.804362113,5327861.117992975,1077211519
449,4473682.920252836,5327700.328946004,1077211529
450,4467138.2892750325,5334040.387473414,1077566068
451,4467178.512719644,5334780.673763099,1077566513
452,4443730.41068429,5310433.5284907995,1077638422
453,4479925.88995756,5334831.213851006,107766649
454,4464514.586730155,5336176.994950516,1077714831
455,4464847.391234933,5336382.031070845,1077714979
456,4464986.13284389,5336443.148971254,1077715037
457,4481363.980405303,5334984.711605361,107780750
458,4484005.7608124595,5344053.52794874,107830081
459,4482587.296787954,5345450.364129826,107830244
460,4482219.567713494,5345171.40950871,107830261
461,4465379.001629166,5335112.672190325,1078668876
462,4465527.014033669,5335010.720278189,1078701513
463,4465447.822323056,5335056.38962997,1078701518
464,4465671.969947321,5335109.880443719,1078701552
465,4465649.029745545,5335160.4910155535,1078701660
466,4465698.618600317,5335215.713904164,1078701662
467,4465669.931350064,5335132.176708647,1078701691
468,4465461.958515869,5335048.798269301,1078701707
469,4465713.94301528,5335248.636452501,1078701710
470,4465792.2164462,5335300.641155415,1078717616
471,4465788.293970626,5335309.104558543,1078717637
472,4465864.90534145,5335369.593462096,1078717639
473,4465873.674248741,5335360.333878865,1078717644
474,4466368.266225033,5335831.456577911,1078732552
475,4468513.851494627,5335808.176362931,1078797514
476,4468488.5493414095,5335819.024278386,1078797527
477,4468495.171350438,5335819.1433991175,1078797560
478,4468510.314620442,5335838.641645692,1078797582
479,4469345.707059457,5335518.238904308,1078797602
480,4469350.803533316,5335500.231001253,1078797603
481,4468475.080267477,5335799.594679472,1078797615
482,4462377.425925226,5355607.227533849,107882719
483,4462816.957284777,5355597.154884657,107882797
484,4469190.701289486,5334076.406326076,1078847700
485,4470831.71052503,5333503.434504057,1078859915
486,4471004.899056539,5333221.448803142,1078912401
487,4470732.417858173,5333146.246505671,1078912409
488,4470732.084284741,5333134.895086054,1078912455
489,4470729.507884581,5333603.689261975,1078912535
490,4470885.608647787,5333170.238173052,1078912601
491,4471011.612261424,5333205.235694343,1078912645
492,4470885.696208928,5333159.674093478,1078912656
493,4470727.653558577,5333594.758587139,1078912689
494,4459011.788011727,5354964.012224927,107895293
495,4464323.371364362,5339909.852573437,1079089466
496,4454901.825340758,5338934.018398107,107940744
497,4455257.229688504,5338834.273896777,107940751
498,4455887.996940704,5338267.07312443,107940789
499,4455894.641408793,5338019.255328706,107940804
500,4455911.157986522,5338375.203623275,107940811
501,4455915.911205459,5338509.141617045,107940817
502,4456124.481244605,5338536.7346612895,107940826
503,4456020.267199865,5338160.644570406,107940837
504,4455535.956104189,5339577.930581668,107940879
505,4444907.435292161,5312306.700256063,1079685454
506,4488789.914119264,5351908.137286324,10799509
507,4456039.885599955,5337884.470974867,107997556
508,4456127.1619398715,5337818.513203128,107997569
509,4456434.048237466,5337764.186215018,107997585
510,4456433.603061383,5337659.105115119,107997592
511,4456432.9150001835,5337875.8624595255,107997598
512,4456857.285379735,5337559.218896494,107997616
513,4482786.634466434,5336052.369571043,10800131
514,4456790.026281669,5338230.166597275,108031519
515,4456861.040106868,5338602.773569964,108031523
516,4456987.0921840975,5338254.1976160295,108031525
517,4457186.002742556,5338278.5106784785,108031527
518,4456982.861819822,5338296.774819725,108031531
519,4457177.30343613,5338146.9591862345,108031532
520,4457389.951504683,5337972.906091981,108031534
521,4456769.353598841,5337572.661445688,108031545
522,4467225.938544697,5334009.982985268,1080422584
523,4470153.696215839,5338130.387268054,1080618025
524,4506440.372030758,5343722.56012122,1080866175
525,4505010.606251072,5319101.110137101,1080909149
526,4504933.725957643,5320267.320922295,1080909244
527,4504914.092376603,5320178.673623003,1080910374
528,4490055.929753755,5341995.714411635,1082626529
529,4496071.38889443,5342667.1685000425,1082657630
530,4489189.93874674,5327380.846731696,1083607415
531,4488692.759610744,5371758.128715167,1084153023
532,4488532.273564496,5371562.607989549,1084153088
533,4488672.587138565,5371803.083216859,1084270412
534,4488980.519654908,5371461.952703409,1084270960
535,4486263.225325045,5371719.202341807,1084369898
536,4486335.203995724,5370503.294182014,1084427617
537,4470279.54890573,5331997.971300709,1086078390
538,4470280.005231233,5331985.514968811,1086078415
539,4508341.316039863,5342411.095388217,1086893825
540,4508192.514316687,5342771.83331535,1086893944
541,4466841.200816558,5338773.9292359175,1088183848
542,4488101.207519904,5359763.574870469,1088467113
543,4466457.133392524,5338658.46119737,1088828122
544,4460460.4689927045,5328770.0342583135,1088865463
545,4483320.028976744,5369940.88641098,1089402840
546,4452386.959809397,5343135.439436354,1089514981
547,4452792.823229552,5343538.285191419,1089550089
548,4452882.206002352,5343671.066278774,1089550096
549,4466986.467135361,5332308.969389726,1091413930
550,4452626.392277058,5343958.680117605,1091632893
551,4469214.152479132,5340111.551609531,1091658854
552,4469204.550301845,5340030.885074575,1091658859
553,4469180.2410504585,5339846.795274981,1091658865
554,4469229.275926432,5340226.281631988,1091658868
555,4466463.095386951,5340793.901661901,1091671165
556,4466624.203252919,5332036.1167207975,1091830710
557,4478654.207373189,5369084.529069004,1091973431
558,4478698.878468882,5369050.677502551,1091976403
559,4453944.374403522,5359139.713815506,1092162712
560,4464589.369992765,5339307.865677518,1092412324
561,4464553.976442586,5339195.174480158,1092412333
562,4464533.47770146,5339106.832304991,1092412383
563,4464576.465735217,5339262.932616893,1092412405
564,4507293.113070043,5345114.539471253,1093038601
565,4467745.869529002,5314860.290280731,1093694866
566,4499577.162296409,5342751.354678544,1093741986
567,4499733.970714737,5342469.563925507,1093742023
568,4498228.620858913,5341546.331991335,1093742052
569,4498748.418711971,5338602.58735568,1093760341
570,4498100.86172898,5339197.286332227,1093760538
571,4497975.077155929,5339159.680593404,1093760601
572,4493660.109396272,5341713.46646765,1093786535
573,4464914.395423537,5336412.3650754355,1094244317
574,4492206.708760687,5336510.309716036,1095067880
575,4455075.93494272,5333443.068218145,1096406557
576,4455022.66703121,5333446.2784169195,1096406559
577,4467461.295226351,5333797.151789829,1096510284
578,4467447.343522605,5333800.244717773,1096510289
579,4467264.609144281,5332433.689132123,1097965183
580,4471439.449582006,5333227.999478975,1097998403
581,4471077.898677645,5332788.981898568,1097998499
582,4471065.528474002,5332771.564519975,1097998503
583,4467963.067688264,5332802.106553009,1097999881
584,4467043.553273424,5332837.2587839775,1098025376
585,4475495.982331974,5333592.088388981,1098266806
586,4475634.804240207,5333575.671563644,1098266883
587,4475494.437066681,5333584.066714657,1098266909
588,4475480.865739409,5333562.430735314,1098266924
589,4443959.313599204,5321277.444380262,1099051096
590,4462763.455319554,5332082.555474683,1099409026
591,4462799.960326909,5332044.210265335,1099409052
592,4462713.300051692,5332109.936983446,1099409109
593,4458930.984369587,5332072.78478823,1099465410
594,4459035.9481652975,5332423.720053279,1099465433
595,4458965.78656764,5332036.13943424,1099465437
596,4458952.186632131,5332067.506204069,1099465439
597,4458871.788040312,5332321.817793656,1099465448
598,4460044.781501386,5331905.141663826,1099465454
599,4458342.0199176585,5332388.237784118,1099465464
600,4460219.697913284,5331918.355048367,1099465477
601,4459031.177713509,5332414.569225377,1099465493
602,4456404.842685787,5332809.5326483585,1099538454
603,4455544.873962167,5331855.580278472,1099538478
604,4455236.051290484,5331501.539181863,1099538516
605,4456073.516721249,5332455.652487178,1099538529
606,4457021.323709316,5332653.420210432,1099538607
607,4455508.684956375,5332773.249401732,1099538663
608,4456753.599819204,5332628.518561269,1099549787
609,4454164.838889922,5331200.801258084,1099560779
